onset,duration,trial_type
0.0,30.0,rest
30.0,0.5,correct_rejection
30.75,0.5,miss
32.0,0.5,hit
33.25,0.5,miss
35.0,0.5,hit
36.75,0.5,hit
37.5,0.5,false_alarm
39.0,0.5,hit
40.5,0.5,hit
41.5,0.5,hit
42.5,0.5,false_alarm
43.75,0.5,miss
45.5,0.5,hit
46.75,0.5,hit
48.0,0.5,hit
49.0,0.5,miss
50.5,0.5,false_alarm
52.0,0.5,hit
53.5,0.5,hit
54.5,0.5,hit
55.75,0.5,hit
56.75,0.5,miss
58.5,0.5,hit
60.0,0.5,hit
61.25,0.5,miss
62.75,0.5,correct_rejection
63.5,0.5,hit
64.25,0.5,hit
65.75,0.5,false_alarm
67.0,0.5,hit
68.25,0.5,hit
69.75,0.5,hit
71.0,0.5,hit
72.75,0.5,hit
74.25,0.5,miss
76.0,0.5,false_alarm
76.75,0.5,hit
77.75,0.5,hit
78.5,0.5,false_alarm
79.5,0.5,hit
81.0,0.5,hit
82.0,0.5,miss
82.75,0.5,hit
84.0,0.5,hit
85.0,0.5,false_alarm
86.25,0.5,hit
88.0,0.5,hit
89.0,0.5,hit
90.75,0.5,false_alarm
92.25,0.5,hit
93.0,0.5,hit
94.75,0.5,hit
96.5,0.5,hit
97.75,0.5,hit
98.75,0.5,hit
99.75,0.5,hit
100.5,0.5,hit
101.25,0.5,hit
103.0,0.5,hit
104.25,0.5,false_alarm
105.0,0.5,hit
106.0,0.5,hit
107.75,0.5,hit
109.25,0.5,hit
110.5,0.5,false_alarm
112.0,0.5,hit
113.0,0.5,correct_rejection
113.75,0.5,hit
115.0,0.5,hit
116.75,0.5,hit
117.75,0.5,hit
118.5,0.5,hit
120.0,0.5,false_alarm
120.75,0.5,hit
121.5,0.5,hit
122.25,0.5,false_alarm
124.0,0.5,hit
125.0,0.5,false_alarm
125.75,0.5,hit
127.5,0.5,hit
128.75,0.5,hit
129.5,0.5,hit
131.0,0.5,hit
132.25,0.5,false_alarm
133.25,0.5,hit
134.75,0.5,hit
136.5,0.5,miss
137.75,0.5,miss
139.0,0.5,miss
139.75,0.5,miss
141.0,0.5,miss
142.5,0.5,miss
143.75,0.5,miss
145.5,0.5,miss
146.5,0.5,miss
148.0,0.5,miss
