onset,duration,trial_type
0,30,rest
1733263243.113,0.5,hit
1733263243.901,0.5,hit
1733263245.181,0.5,hit
1733263246.457,0.5,hit
1733263248.242,0.5,hit
1733263250.029,0.5,false alarm
1733263250.808,0.5,miss
1733263252.339,0.5,correct rejection
1733263253.864,0.5,hit
1733263254.9,0.5,false alarm
1733263255.929,0.5,false alarm
1733263257.21,0.5,miss
1733263258.986,0.5,hit
1733263260.268,0.5,hit
1733263261.549,0.5,hit
1733263262.58,0.5,hit
1733263264.109,0.5,hit
1733263265.637,0.5,correct rejection
1733263267.171,0.5,hit
1733263268.199,0.5,hit
1733263269.475,0.5,correct rejection
1733263270.509,0.5,hit
1733263272.291,0.5,hit
1733263273.822,0.5,hit
1733263275.113,0.5,hit
1733263276.677,0.5,correct rejection
1733263277.458,0.5,correct rejection
1733263278.236,0.5,false alarm
1733263279.766,0.5,miss
