onset,duration,trial_type
0.0,30.0,rest
30.0,0.5,correct_rejection
30.75,0.5,hit
32.0,0.5,hit
33.25,0.5,hit
35.0,0.5,miss
36.75,0.5,miss
37.5,0.5,false_alarm
39.0,0.5,hit
40.5,0.5,hit
41.5,0.5,hit
42.5,0.5,false_alarm
43.75,0.5,hit
45.5,0.5,hit
46.75,0.5,hit
48.0,0.5,hit
49.0,0.5,miss
50.5,0.5,false_alarm
52.0,0.5,hit
53.5,0.5,hit
54.5,0.5,hit
55.75,0.5,hit
56.75,0.5,hit
58.5,0.5,hit
60.0,0.5,hit
61.25,0.5,hit
62.75,0.5,correct_rejection
63.5,0.5,hit
64.25,0.5,hit
65.75,0.5,false_alarm
67.0,0.5,hit
68.25,0.5,hit
69.75,0.5,hit
71.0,0.5,miss
72.75,0.5,hit
74.25,0.5,miss
76.0,0.5,correct_rejection
76.75,0.5,hit
77.75,0.5,miss
78.5,0.5,false_alarm
79.5,0.5,hit
81.0,0.5,hit
82.0,0.5,hit
82.75,0.5,hit
84.0,0.5,hit
85.0,0.5,correct_rejection
86.25,0.5,miss
88.0,0.5,miss
